_id,JUDET fără diacritice,Nume fără diacritice,Cine se ocupă?,Nume cu diacritice,"Nume cu diacritice, fără ""consiliul ...""",Tip,Site web,Cerere de ajutor pe site? (link),Pagină de Facebook,Cerere de ajutor pe Facebook? (link),Ceva de menționat?,Au cerut donații?,Adresa,lat,lng
2,Bucuresti,Spitalul Clinic de Urgenta Bagdasar-Arseni,TA,Spitalul Clinic de Urgenta Bagdasar-Arseni,Spitalul Clinic de Urgenta Bagdasar-Arseni,orășenesc,https://www.bagdasar-arseni.ro/,Nu,https://www.facebook.com/pages/Spitalul-Clinic-De-Urgenta-Bagdasar-Arseni/111484228936342,Nu,pagina neoficiala de Facebook,FALSE,"Șoseaua Berceni 12, București 041915, Romania",44.3854266,26.1279418
3,Bucuresti,Spitalul Clinic de Urgenta Chirurgie Plastica Reparatorie si Arsi,TA,Spitalul Clinic de Urgenta Chirurgie Plastica Reparatorie si Arsi,Spitalul Clinic de Urgenta Chirurgie Plastica Reparatorie si Arsi,specialitate,https://www.arsuri.ro/,Nu,https://www.facebook.com/pages/category/Hospital/Spitalul-Clinic-de-Urgenta-de-Chirurgie-Plastica-Reparatorie-si-Arsuri-1232047606924875/,Nu,,FALSE,"Calea Griviței 218, București 010713, Romania",44.463866,26.0559953
4,Bucuresti,Spitalul Clinic de Urgente Oftalmologice,NM,Spitalul Clinic de Urgențe Oftalmologice,Spitalul Clinic de Urgențe Oftalmologice,specialitate,https://spitaloftalmologie.ro/,nu,nu,nu,,FALSE,"Piața Alexandru Lahovari 1, București 030167, Romania",44.445895,26.1001214
6,Bucuresti,Spitalul Clinic de Urgenta,NM,Spitalul Clinic de Urgență București,Spitalul Clinic de Urgență București,orășenesc,http://www.urgentafloreasca.ro/#!/,nu,nu,nu,,FALSE,"Calea Floreasca 8, București 014461, Romania",44.45373,26.1013014
12,Bucuresti,Spitalul Universitar de Urgenta,NM,Spitalul Universitar de Urgenţă Bucureşti,Spitalul Universitar de Urgenţă Bucureşti,orășenesc,https://www.suub.ro/,"nu, pagina pentru donat sange http://www.suub.ro/vreau-sa-donez/",https://www.facebook.com/universitarurgenta/,nu,,TRUE,"Splaiul Independenței 169, București 050098, Romania",44.4361236,26.0719734
14,Bucuresti,Spitalul Clinic de Urgenta Sf. Ioan,NM,"Spitalul Clinic de Urgență ""Sf. Ioan""","Spitalul Clinic de Urgență ""Sf. Ioan""",orășenesc,https://www.sfib.ro/,nu,nu,nu,,FALSE,"Șoseaua Vitan-Bârzești 13, București 042122, Romania",44.3905238,26.1440391
18,Bucuresti,Spitalul de Urgenta Prof.dr. Dimitrie Gerota Bucuresti MAI,NM,Spitalul de Urgență MAI “Prof. Dr. Dimitrie Gerota,Spitalul de Urgență MAI “Prof. Dr. Dimitrie Gerota,orășenesc,http://www.spitalgerota.mai.gov.ro/,"Anunt: ""spital in carantina cu restrictionare totala""",nu,nu,,TRUE,"Acces auto: pe strada Vasile Vasilievici Stroescu nr. 29-31, din Piata Foisorul de Foc., Bulevardul Ferdinand I 50, București, Romania",44.4404542,26.1235662
19,Bucuresti,Spitalul general C.F.R nr. 2,NM,Spitalul Clinic CF2,Spitalul Clinic CF2,orășenesc,http://spcf2.ro/,nu,https://www.facebook.com/Spitalul-Clinic-CF-nr-2-Bucuresti-188922084503349/timeline/,nu,,FALSE,"Bulevardul Mărăști 62, București 012244, Romania",44.4739934,26.0701496
20,Bucuresti,Spitalul Militar de Urgenta Prof. Dr. Agrippa Ionescu Bucuresti SRI,NM,Spitalul clinic de Urgență Prof. Dr. Agrippa Ionescu,Spitalul clinic de Urgență Prof. Dr. Agrippa Ionescu,orășenesc,https://www.spitalulagrippaionescu.ro/,nu,nu,nu,https://www.spitalulagrippaionescu.ro/index.php?page=CARANTINA&id=59,FALSE,"Strada Ion Mincu 7, București 011356, Romania",44.458912,26.0794544
22,Bucuresti,Spitalul Clinic de Obstetrica si Ginecologie Filantropia,NM,Spitalul Clinic de Obstetrică și Ginecologie Filantropia,Spitalul Clinic de Obstetrică și Ginecologie Filantropia,specialitate,https://spitalulfilantropia.ro/,"nu, anunt cu redirectionarea femeilor gravide suspecte de COVID 19/ care au intrat in contact cu cineva infectat, catre Materniatea Bucur",https://www.facebook.com/FilantropiaBucuresti/,nu,,TRUE,"Bulevardul Ion Mihalache 11, București 011171, Romania",44.4532024,26.0817223
23,Bucuresti,Spitalul Clinic de Ortopedie-Traumatologie Foisor Primaria Municipiului Bucuresti,NM,"Spitalului Clinic de Ortopedie Traumatologie ""Foișor""","Spitalului Clinic de Ortopedie Traumatologie ""Foișor""",specialitate,http://www.foisor.ro/,nu,https://www.facebook.com/SpitalulFoisor/,nu,,FALSE,"Bulevardul Ferdinand I 35-37, București 030167, Romania",44.4406556,26.1212603
24,Bucuresti,Spitalul Clinic Prof. Dr. Th. Burghele Primaria Municipiului Bucuresti,NM,Spitalul Clinic Prof. Dr. Th. Burghele ,Spitalul Clinic Prof. Dr. Th. Burghele ,orășenesc,https://burghele.ro/,nu,nu,,,TRUE,"Șoseaua Panduri 20, București 061344, Romania",44.4257776,26.072839
26,Bucuresti,Spitalul Clinic Colentina Bucuresti Primaria Municipiului Bucuresti,NM,Spitalul Clinic Colentina București,Spitalul Clinic Colentina București,orășenesc,http://www.spitalulcolentina.ro/,nu,https://www.facebook.com/pg/SpitalulClinicColentina/posts/,https://www.facebook.com/SpitalulClinicColentina/photos/a.428433691262560/677265549712705/?type=3&theater,"detalii pt transferuri bancare
- Contul de venituri pentru #donații: RO21TREZ70221F370100XXXX
- Cod de înregistrare fiscală: 4283929
- Detalii: ajutor bolnavi #Covid-19",TRUE,"Șoseaua Ștefan cel Mare 19-21, București, Romania",44.4537947,26.1135572
28,Bucuresti,Spitalul Clinic de Urgenta Sf. Pantelimon,NM,Spitalul Clinic de Urgență “Sf. Pantelimon”,Spitalul Clinic de Urgență “Sf. Pantelimon”,orășenesc,https://urgentapantelimon.ro/,nu,nu,,,TRUE,"Șoseaua Pantelimon 340-342, București, Romania",44.4411317,26.1730375
36,Bucuresti,Spitalul Clinic Sf. Maria Bucuresti Primaria Municipiului Bucuresti,NM,Spitalul Clinic Sf. Maria București,Spitalul Clinic Sf. Maria București,orășenesc,https://spitalsfmaria.ro,nu,https://www.facebook.com/Spitalul-Clinic-Sfanta-Maria-1060896953922154,nu,,FALSE,"Bulevardul Ion Mihalache 37-39, București 011172, Romania",44.456431,26.0789128
38,Bucuresti,Spitalul clinic prof. Dr. Constantin Angelescu,NM,Spitalul clinic prof. Dr. Constantin Angelescu,Spitalul clinic prof. Dr. Constantin Angelescu,orășenesc,http://www.spitalulangelescu.ro/,nu,https://www.facebook.com/Spitalul-Iubirea-de-oameni-Prof-dr-Constantin-Angelescu-663702037086010/?ref=br_rs,nu,,FALSE,"Aleea Căuzași 49-51, București 030167, Romania",44.4280089,26.1132333
60,Bucuresti,Spitalul Clinic Coltea Bucuresti Primaria Municipiului Bucuresti,NM,Spitalul Clinic Colțea București,Spitalul Clinic Colțea București,orășenesc,http://www.coltea.ro/,nu,nu,,,TRUE,"Bulevardul Ion C. Brătianu 1, București, Romania",44.4345144,26.1038069
61,Bucuresti,Spitalul Clinic Dr. Ion Cantacuzino,NM,Spitalul Clinic Dr. Ion Cantacuzino,Spitalul Clinic Dr. Ion Cantacuzino,orășenesc,spitalul-cantacuzino.ro,nu,https://www.facebook.com/spitalul.cantacuzino/,nu,,FALSE,"Strada Ion Movilă 5-7, București 030167, Romania",44.4448177,26.1098911
62,Bucuresti,Spitalul Clinic Nicolae Malaxa Bucuresti Primaria Municipiului Bucuresti,NM,Spitalul Clinic Nicolae Malaxa București,Spitalul Clinic Nicolae Malaxa București,orășenesc,http://www.spitalmalaxa.ro/index.html,nu,https://www.facebook.com/pg/NicolaeMalaxa/posts/,nu,,FALSE,"Șoseaua Vergului 12, București, Romania",44.4384671,26.1787566
86,Bucuresti,Centrul Medical Clinic de Recuperare Neuropsihomotorie Copii Dr. N. Robanescu,NM,Centrul Medical Clinic de Recuperare Neuropsihomotorie Copii Dr. N. Robănescu,Centrul Medical Clinic de Recuperare Neuropsihomotorie Copii Dr. N. Robănescu,specialitate,http://www.recuperarecopii.ro/,nu,nu,,,TRUE,"Strada Soldat Minca Dumitru 40, București 041408, Romania",44.3900049,26.1079177
88,Bucuresti,Institutul pentru Ocrotirea Mamei si Copilului prof. Dr. A. Rusescu,NM,Institutul pentru Ocrotirea Mamei și Copilului prof. Dr. Alessandrescu Rusescu,Institutul pentru Ocrotirea Mamei și Copilului prof. Dr. Alessandrescu Rusescu,altceva,https://insmc.ro/,nu,https://www.facebook.com/insmcalessandrescurusescu/,nu,,FALSE,"Bulevardul Lacul Tei 120, București, Romania",44.4627743,26.1228643
92,Bucuresti,Spitalul Clinic de Boli Infectioase Victor Babes Primaria Municipiului Bucuresti,NM,Spitalul Clinic de Boli Infecțioase Victor Babeș București,Spitalul Clinic de Boli Infecțioase Victor Babeș București,specialitate,http://www.spitalulbabes.ro/,http://www.spitalulbabes.ro/,nu,nu,"donatii financiare: 
Cei care doresc sa sustina in continuare aceste actiuni de sponsorizare se pot adresa directorului financiar contabil, D-na Galca Luminita prin telefon: 0786248583 / 0724078101 sau email: luminitagalca@gmail.com .

Cont donatii/sponsorizari : RO30 TREZ 703 5006 XXX 0111 25 deschis la Trezoreria Sector 3

Conturi in valuta Banca Transilvania:

IBAN: RO73BTRL04304202A66990XX , Valuta: EUR

Agentia Mihai Bravu, SPITALUL CLINIC DR V BABES

IBAN: RO25BTRL04302202A66990XX , Valuta: USD

Agentia Mihai Bravu, SPITALUL CLINIC DR V BABES",TRUE,"Șoseaua Mihai Bravu 281, București 030303, Romania",44.4275159,26.1398415
93,Bucuresti,Spitalul Clinic de Chirurgie Oro-maxilo-faciala Primaria Municipiului Bucuresti,NM,Spitalul Clinic de Chirurgie Oro-maxilo-facială București,Spitalul Clinic de Chirurgie Oro-maxilo-facială București,specialitate,https://www.spitalomf.ro/,nu,https://www.facebook.com/SpitalulOMF/?ref=br_rs,nu,,FALSE,"Calea Plevnei 19, București 010221, Romania",44.4355974,26.0855985
94,Bucuresti,Spitalul Clinic de Copii Gomoiu Primaria Municipiului Bucuresti,NM,Spitalul Clinic de Copii Gomoiu,Spitalul Clinic de Copii Gomoiu,specialitate,http://spitalgomoiu.ro/,nu,nu,nu,,FALSE,"Bulevardul Basarabia 21, București, Romania",44.4330325,26.1422323
95,Bucuresti,Spitalul Clinic de Nefrologie Dr. Carol Davila BucureSti,NM,Spitalul Clinic de Nefrologie Dr. Carol Davila București,Spitalul Clinic de Nefrologie Dr. Carol Davila București,specialitate,http://www.spcaroldavila.ro/,http://www.spcaroldavila.ro/,https://www.facebook.com/Spitalul-Clinic-de-Nefrologie-Carol-Davila-448768638528885/?ref=br_rs,"nu, pagina neoficiala","Spitalul Clinic de Nefrologie „Dr. Carol Davila”
RO96TREZ70121F370100XXXX DONATII SI SPONSORIZARI TREZORERIA SECTOR 1
RO29BRDE410SV96714054100  SWIFT BRDEROBU  BRD SUCURSALA ACADEMIEI

Halate chirurgicale ranforsate
Viziere protecție medicală
Măști FFP3
Mănuși chirurgicale
Ochelari protecție
Dezinfectant suprafețe TP2 (pentru suprafețe)
Dezinfectant mâini TP1 (pentru  maini si tegumente)",TRUE,"Calea Griviței 4, București 010731, Romania",44.4446754,26.0898208
99,Bucuresti,Spitalul Clinic de Obstetrica-Ginecologie Panait Sirbu Primaria Municipiului Bucuresti,NM,Spitalul Clinic de Obstetrică-Ginecologie Panait Sârbu,Spitalul Clinic de Obstetrică-Ginecologie Panait Sârbu,specialitate,https://maternitateagiulesti.ro/,nu,https://www.facebook.com/PanaitSirbu/,nu,,FALSE,"Strada Boișoara, București 060251, Romania",44.4499685,26.060293
110,Bucuresti,Spitalul Clinic de Urgenta pentru Copii M.S. Curie,NM,Spitalul Clinic de Urgență pentru Copii M.S. Curie,Spitalul Clinic de Urgență pentru Copii M.S. Curie,specialitate,https://www.mscurie.ro,nu,nu,,,TRUE,"Bulevardul Constantin Brâncoveanu 20, București 077120, Romania",44.3900281,26.1092324
121,Bucuresti,Institutul Clinic Fundeni,NM,Institutul Clinic Fundeni,Institutul Clinic Fundeni,orășenesc,https://icfundeni.ro/,nu,https://www.facebook.com/InstitutulClinicFundeni/,nu,,FALSE,"Șoseaua Fundeni 258, București, Romania",44.464173,26.156385
124,Bucuresti,Institutul de Fonoaudiologie si Chirurgie Functionala ORL Prof. Dr. Dorin Hociota,I.C.R,"Institutul de Fonoaudiologie si Chirurgie Functionalã O.R.L. ""Prof. Dr.D.Hociotã"",","Institutul de Fonoaudiologie si Chirurgie Functionalã O.R.L. ""Prof. Dr.D.Hociotã"",",specialitate,http://ifacforl.ro,Nu,https://www.facebook.com/pages/Spitalul-ORL-PANDURI/140882432647525?rf=231682373559208,Nu,pagina neoficiala de Facebook,FALSE,"Strada Mihail Cioranu 21, București 061344, Romania",44.4256214,26.0745384
125,Bucuresti,Institutul de Pneumoftiziologie Marius Nasta,I.C.R,Institutul de Pneumoftiziologie Marius Nasta,Institutul de Pneumoftiziologie Marius Nasta,specialitate,https://marius-nasta.ro/,Da https://marius-nasta.ro/wp-content/uploads/2020/03/CONTURI-DONATII-SI-SPONSORIZARI.pdf,https://www.facebook.com/institutul.marius.nasta/,Nu,angajeaza personal,TRUE,"90, Șoseaua Viilor, București 050152, Romania",44.4060819,26.0904168
127,Bucuresti,Institutul National de Boli Infectioase prof. dr. Matei Bals,ICR,Institutul Național de Boli Infecțioase Prof. Dr. Matei Balș,Institutul Național de Boli Infecțioase Prof. Dr. Matei Balș,specialitate,https://www.mateibals.ro/,nu,https://www.facebook.com/IBIMateiBals/,nu,pe site exista o scrisoare de multumire pentruu donatii,FALSE,"Strada Dr. Calistrat Grozovici 1, București 021105, Romania",44.4552889,26.1139908
128,Bucuresti,"Institutul National de Diabet, Nutritie si Boli Metabolice N.C. Paulescu",ICR,"Institutul Naţional de Diabet, Nutriţie şi Boli Metabolice “Prof. Dr. N. Paulescu","Institutul Naţional de Diabet, Nutriţie şi Boli Metabolice “Prof. Dr. N. Paulescu",specialitate,https://www.paulescu.ro/,nu,https://www.facebook.com/Institutul-de-Diabet-Nutritie-si-Boli-Metabolice-NCPaulescu-226344604171384/,nu,,FALSE,"020475, Strada Ion Movilă 5-7, București 030167, Romania",44.4446079,26.110544
129,Bucuresti,Institutul National de Endocrinologie CI Parhon,ICR,Institutul Național de Endocrinologie Dr. CI Parhon,Institutul Național de Endocrinologie Dr. CI Parhon,specialitate,http://parhon.ro/,nu,https://www.facebook.com/101861184569821/photos/a.101861284569811/102172364538703/?type=1&theater,nu,,FALSE,"Bulevardul Aviatorilor 34-36, București, Romania",44.4604525,26.0869378
130,Bucuresti,Institutul National de Geriatrie si Gerontologie Ana Aslan,ICR,Institutul național de geriatrie și gerontologie Ana Aslan,Institutul național de geriatrie și gerontologie Ana Aslan,specialitate,https://ana-aslan.ro/,nu,https://www.facebook.com/Institutul.AnaAslan/?__tn__=%2Cd%2CP-R&eid=ARDCkdSpOVxRAUMZyLDaES9OgGKp4hzqBcHG5IPOUxWabsqeTrTXjFpX6r8FwV6kMkmTdMORLRox0oPO,nu,,FALSE,"Strada Căldărușani, București, Romania",44.4566107,26.0742541
131,Bucuresti,Institutul National de Neurologie si Boli Neurovasculare,ICR,"
Institutul Național de Neurologie și Boli Neurovasculare","
Institutul Național de Neurologie și Boli Neurovasculare",specialitate,http://www.innbn-bucuresti.ro/,nu,https://www.facebook.com/innbn/,nu,,FALSE,,,
132,Bucuresti,"Institutul National de Recuperare, Medicina Fizica si Balneoclimatologie",ICR,"Institutul Național de Recuperare, Medicină Fizică și Balneoclimatologie","Institutul Național de Recuperare, Medicină Fizică și Balneoclimatologie",specialitate,http://www.inrmfb.ro/,nu,https://www.facebook.com/Institutul-Na%C8%9Bional-de-Recuperare-Medicin%C4%83-Fizic%C4%83-%C8%99i-Balneoclimatologie-412721418783146/,nu,,FALSE,"Strada Sfântul Dumitru 1, București 030167, Romania",44.4308812,26.0987155
133,Bucuresti,Institutul Oncologic prof. dr. Al. Trestioreanu,ICR,Institutul Oncologic Prof. Dr Alexandru Trestioreanu,Institutul Oncologic Prof. Dr Alexandru Trestioreanu,specialitate,https://www.iob.ro,nu,https://www.facebook.com/pages/Institutul-Oncologic-Bucure%C8%99ti/611731095689217,nu,pagina neoficiala de Facebook,FALSE,"Șoseaua Fundeni 252, București 022328, Romania",44.4633361,26.1566328
136,Bucuresti,Spitalul Clinic de Psihiatrie Obregia Primaria Municipiului Bucuresti,ICR,Spitalul Clinic de Psihiatrie Alexandru Obregia Bucuresti,Spitalul Clinic de Psihiatrie Alexandru Obregia Bucuresti,specialitate,https://spital-obregia.ro/,nu,https://www.facebook.com/Spitalul-Clinic-de-Psihiatrie-Alexandru-Obregia-Bucuresti-402211283244538/,nu,,FALSE,"Șoseaua Berceni 10, București 041914, Romania",44.3873646,26.1272251
137,Bucuresti,Spitalul Clinic de Urgenta pentru Copii Grigore Alexandrescu,,Spitalul Clinic de Urgență pentru Copii Grigore Alexandrescu,Spitalul Clinic de Urgență pentru Copii Grigore Alexandrescu,specialitate,https://spitalulgrigorealexandrescu.ro/,nu,https://www.facebook.com/spitalulgralex/,nu,,FALSE,"Bulevardul Iancu de Hunedoara 30-32, București 011743, Romania",44.4521012,26.0927089
138,Bucuresti,Centrul de Sanatate RATB,,Centrul de Sanatate RATB,Centrul de Sanatate RATB,altceva,http://centruldesanatate.stbsa.ro/,,,,,TRUE,"Strada Dr. Calistrat Grozovici, București, Romania",44.4541831,26.115826
284,Bucuresti,Centrul de Boli Reumatismale Ion Stoia,N.A.,Centrul de Boli Reumatismale Ion Stoia,Centrul de Boli Reumatismale Ion Stoia,specialitate,http://www.reumatologiedrstoia.ro/,nu,https://www.facebook.com/Centrul-De-Boli-Reumatismale-Dr-Ion-Stoia-1391841547731031/,nu,,FALSE,"Strada Thomas Masaryk 5, București 030167, Romania",44.4409626,26.1054485
285,Bucuresti,Centrul de Evaluare si Tratament a Toxicodependentelor Primaria Municipiului Bucuresti,N.A.,Centrul de Evaluare si Tratament a Toxicodependentelor,Centrul de Evaluare si Tratament a Toxicodependentelor,specialitate,nu,nu,nu,nu,,FALSE,"Strada Inginer Cristian Pascal 25-27, București, Romania",44.4493364,26.0548935
299,Bucuresti,Spitalul de Boli Cronice Sf. Luca,TA,Spitalul de Boli Cronice Sf. Luca,Spitalul de Boli Cronice Sf. Luca,specialitate,https://www.spitalulsfluca.ro/,nu,https://www.facebook.com/pages/category/Medical-Company/Spitalul-De-Boli-Cronice-Sf-Luca-1413033052269316/,nu,,FALSE,"Șoseaua Berceni 12, București 041915, Romania",44.384042,26.1293873
333,Bucuresti,Spitalul de Pneumoftiziologie Sf. Stefan,TA,Spitalul de Pneumoftiziologie Sf. Stefan,Spitalul de Pneumoftiziologie Sf. Stefan,specialitate,http://www.pneumosfstefan.ro/,nu,https://www.facebook.com/pages/Spitalul-de-Pneumoftiziologie-Sf-%C8%98tefan/319452732181761,nu,pagina neoficiala de Facebook,FALSE,"Șoseaua Ștefan cel Mare 11, București, Romania",44.4537516,26.1057934
354,Bucuresti,Spitalul de Psihiatrie Titan Gorgos Primaria Municipiului Bucuresti,TA,Spitalul de Psihiatrie Titan Gorgos,Spitalul de Psihiatrie Titan Gorgos,specialitate,http://spitalulgorgos.ro/,nu,nu,nu,,FALSE,"Bulevardul Nicolae Grigorescu 41, București 030447, Romania",44.4206565,26.1654777
41,Buzau,Spitalul Judetean de Urgenta Buzau Consiliul Judetean Buzau,TA,Spitalul Județean de Urgenta Buzau,Spitalul Județean de Urgenta Buzau,județean,https://www.spitalulbuzau.ro/,da https://www.spitalulbuzau.ro/eveniment-cont-si-formular-pentru-sponsorizari.php,https://www.facebook.com/sjubz/,da https://www.facebook.com/sjubz/posts/3741109219292575,,TRUE,"Bulevardul Stadionului 7, Buzău 120140, Romania",45.1506128,26.8008404
161,Buzau,Spitalul de Psihiatrie si pentru Masuri de Siguranta Sapoca,TA,Spitalul de Psihiatrie si pentru Masuri de Siguranta Sapoca,Spitalul de Psihiatrie si pentru Masuri de Siguranta Sapoca,specialitate,http://hsapoca.ro/,nu,https://www.facebook.com/pg/SpitaluldePsihiatrieSapoca/posts/,nu,,FALSE,"Strada Principală 117, Săpoca 127535, Romania",45.2386029,26.7456174
201,Buzau,Spitalul Municipal Ramnicu Sarat Consiliul Local Ramnicu Sarat,TA,Spitalul Municipal Ramnicu Sarat,Spitalul Municipal Ramnicu Sarat,județean,http://www.spitalrms.ro/,nu,nu,nu,,FALSE,"Strada Nicolae Bălcescu 2, Râmnicu Sărat 125300, Romania",45.3789218,27.0522338
228,Buzau,Spitalul Orasenesc Nehoiu Consiliul Local Nehoiu,TA,Spitalul Orășenesc Nehoiu,Spitalul Orășenesc Nehoiu,orășenesc,https://www.spitalnehoiu.com/,nu,nu,nu,,FALSE,"Strada Alexandru Ioan Cuza 17, Nehoiu 125100, Romania",45.4201332,26.3009512
300,Buzau,Spitalul de Boli Cronice Smeeni Consiliul Local Smeeni,TA,Spitalul de Boli Cronice Smeeni Consiliul Local Smeeni,Spitalul de Boli Cronice Smeeni ,specialitate,https://www.spitalsmeeni.ro/,nu,https://www.facebook.com/SpitalulSmeeni/,,,TRUE,"DJ203D, Smeeni 127595, Romania",44.9967268,26.8609387
68,Calarasi,Spitalul Judetean de Urgenta Calarasi Consiliul Judetean Calarasi,hana,Spitalul Județean de Urgență Călărași,Spitalul Județean de Urgență Călărași,județean,http://spitaluljudeteancalarasi.ro/,nu,nu,nu,,FALSE,"Strada Eroilor 1-3, Călărași 910071, Romania",44.1921997,27.327135
197,Calarasi,Spitalul Municipal Oltenita Consiliul Local Oltenita,hana,Spitalul Municipal Olteniţa,Spitalul Municipal Olteniţa,orășenesc,https://www.spitaloltenita.ro/,nu,https://www.facebook.com/spitaloltenita/,nu,,FALSE,"Strada Argeșului 134, Oltenița 915400, Romania",44.080131,26.6338716
225,Calarasi,Spitalul Orasenesc Lehliu-Gara Consiliul Local Lehliu-Gara,hana,Spitalul Orășenesc Lehliu Gara,Spitalul Orășenesc Lehliu Gara,orășenesc,http://splehliu.ro/,nu,nu,nu,,FALSE,"Strada Policlinicii, Lehliu-Gară 915300, Romania",44.4426729,26.8517873
320,Calarasi,Spitalul de Pneumoftiziologie Calarasi Consiliul Judetean Calarasi,hana,Spitalul de Pneumoftiziologie Călărași,Spitalul de Pneumoftiziologie Călărași,specialitate,http://www.tbc-calarasi.ro/,nu,nu,nu,,FALSE,"Strada Rocadei 2, Călărași, Romania",44.1936305,27.351663
350,Calarasi,Spitalul de Psihiatrie Sapunari Consiliul Judetean Calarasi,hana,Spitalul de Psihiatrie Săpunari,Spitalul de Psihiatrie Săpunari,specialitate,https://sp-sapunari.ro/,nu,https://www.facebook.com/Spitalul-de-psihiatrie-Sapunari-380701859017839/,nu,,FALSE,"Săpunari, Romania",44.4947717,26.8335965
46,Caras Severin,Spitalul Judetean de Urgenta Resita Consiliul Judetean Caras Severin,TA,Spitalul Județean de Urgenta Resita,Spitalul Județean de Urgenta Resita,județean,https://www.spitaluljudeteanresita.ro/,nu,https://www.facebook.com/spitaluljudeteanresita,nu,,FALSE,"Aleea Herculane 8, Reșița 320154, Romania",45.325177,21.8812036
78,Caras Severin,Spitalul Municipal de Urgenta Caransebes Consiliul Local Caransebes,TA,Spitalul Municipal de Urgenta Caransebes ,Spitalul Municipal de Urgenta Caransebes ,orășenesc,https://spital-caransebes.ro/site/,nu,https://www.facebook.com/pages/Spitalul-Municipal-De-Urgenta-Caransebes/1843313232403825,nu,pagina neoficiala de Facebook,FALSE,"Strada Grădinilor 12, Caransebeș 325400, Romania",45.4116276,22.2282929
230,Caras Severin,Spitalul Orasenesc Oravita Consiliul Local Oravita,TA,Spitalul Orășenesc Oravita,Spitalul Orășenesc Oravita,orășenesc,https://spitaluloravita.webgarden.ro/,nu,nu,nu,,FALSE,"Strada Spitalului 25, Oravița, Romania",45.0360604,21.6886945
231,Caras Severin,Spitalul Orasenesc Otelu Rosu Consiliul Local Otelu Rosu,TA,Spitalul Orășenesc Otelu Rosu ,Spitalul Orășenesc Otelu Rosu ,orășenesc,http://www.spitalotelurosu.ro/,nu,nu,nu,,FALSE,"Bulevardul Republicii 109, Oțelu Roșu 325700, Romania",45.5258536,22.3677075
276,Caras Severin,Spitalul Orasenesc Moldova Noua Consiliul Local Moldova Noua,TA,Spitalul Orășenesc Moldova Noua ,Spitalul Orășenesc Moldova Noua ,orășenesc,http://www.spitalmoldovanoua.ro/,Cerere generala redirectare venituri 2018,https://www.facebook.com/pages/Spitalul-Or%C4%83%C8%99enesc-Moldova-Veche/157128148332543,nu,pagina neoficiala de Facebook,TRUE,"Strada Sf. Varvara 1, Moldova Veche 325500",44.7263008,21.623006
7,Cluj,Spitalul Clinic Judetean de Urgenta Cluj-Napoca,I.M,Spitalul Clinic Județean de Urgență Cluj-Napoca,Spitalul Clinic Județean de Urgență Cluj-Napoca,județean,https://scjucluj.ro/,http://www.scjucluj.ro/index.php/articles/150-prezentare-generala,https://www.facebook.com/scjucj,https://www.facebook.com/scjucj/photos/a.1683907415262988/2600588553594865/?type=3&theater,"ofera sustinere morala: 
https://www.facebook.com/scjucj/posts/2603398369980550",TRUE,"Strada Clinicilor 3-5, Cluj-Napoca 400000, Romania",46.7658357,23.5832459
34,Cluj,Spitalul Clinic Municipal Cluj-Napoca Consiliul Local Cluj-Napoca,I.M,Spitalul Clinic Municipal Cluj-Napoca,Spitalul Clinic Municipal Cluj-Napoca,orășenesc,https://spitalclujana.ro/,nu,https://www.facebook.com/scmcj.ro/,https://www.facebook.com/scmcj.ro/photos/a.371944456574095/889432834825252/?type=3&theater,,TRUE,"Strada Tăbăcarilor 11, Cluj-Napoca 400139, Romania",46.7893483,23.6071765
89,Cluj,Spitalul Clinic de Boli Infectioase Cluj Napoca Consiliul Judetean Cluj,I.M,Spitalul de Boli Infecțioase Cluj Napoca,Spitalul de Boli Infecțioase Cluj Napoca,specialitate,http://www.sbibrasov.ro/,nu,https://www.facebook.com/pages/Spitalul-Clinic-De-Boli-Infectioase/255991891160960,https://www.facebook.com/afacluj/photos/a.601429669924717/2941275675940093/?type=3&theater,"** nu cer ei donatii, dar e promovat de alte ONG",TRUE,"Strada Iuliu Moldovan 23, Cluj-Napoca, Romania",46.7604263,23.5839605
101,Cluj,Spitalul Clinic de Pneumoftiziologie Cluj Napoca Consiliul Judetean Cluj,I.M,"Spitalul Clinic de Pneumoftiziologie ""Leon Daniello"" Cluj-Napoca","Spitalul Clinic de Pneumoftiziologie ""Leon Daniello"" Cluj-Napoca",specialitate,https://pneumo.studiograph.ro/,nu,https://www.facebook.com/Spitalul-Clinic-de-Pneumoftiziologie-Leon-Daniello-Cluj-Napoca-483340538420427/,https://www.facebook.com/cjcluj/photos/a.376886202425001/2811118819001715/?type=3&theater,,TRUE,"Strada Bogdan Petriceicu Hasdeu 6, Cluj-Napoca 400332, Romania",46.7639388,23.5829619
104,Cluj,Spitalul Clinic de Recuperare Cluj-Napoca Consiliul Judetean Cluj,I.M,Spitalul Clinic de Recuperare Cluj-Napoca,Spitalul Clinic de Recuperare Cluj-Napoca,orășenesc,https://www.recuperarecluj.ro/,nu,https://www.facebook.com/pages/Spitalul-De-Recuperare/112571925488159,nu,,FALSE,"Strada Viilor 46-50, Cluj-Napoca 400066, Romania",46.7548915,23.5823162
