Timestamp,Județ,Cerere validată?,Apă (nr sticle 0.5l),Săpun lichid (l),Detergent (l),Măști P1,Măști FFP2,Măști FFP3,Măști de bumbac,Halate,Mănuși latex scurte,Mănuși latex lungi,Mănuși nitril scurte,Mănuși nitril lungi,Mănuși sterile scurte,Mănuși sterile lungi,Dezinfectant mâini (l),Dezinfectant suprafețe (l),Mâncare (una pe rând),Altele (una pe rând),Care sunt nevoile pe care le aveți?,Timestamp,Ce tip de unitate reprezinți?,Pe cine reprezinți?,Adresa după id,Adresa scrisă de mână,Adresa unității
3/17/2020 12:51:54,București,rezolvat,,,,,,,,,,,,,,,,,,"2x role de hartie de bucatarie
1x Paine (feliata de preferat)
1x tipla cu Sunca presata feliata (nu am preferinta pt tipul de carne) 
1x branza feliata hochland 
Banane (5-6)
1-2 pachete de Biscuiti (nu am preferinta)
Iaurt cu fructe - vreo 8 mici 
Croissante: 3-4 (7days ciocolata de preferat sau cum gasiti)
1 prosop (de preferat mai mare, de baie) 
1 Sampon par 
1 suc fructe 
Farfurie si tacamuri- furculita, lingura in principiu ( e ok de plastic sau normal)
Apa plata 2-3 bidoane
Gel de spalat maini
Dezinfectant
Cana / Pahar","2x role de hartie de bucatarie
1x Paine (feliata de preferat)
1x tipla cu Sunca presata feliata (nu am preferinta pt tipul de carne) 
1x branza feliata hochland 
Banane (5-6)
1-2 pachete de Biscuiti (nu am preferinta)
Iaurt cu fructe - vreo 8 mici 
Croissante: 3-4 (7days ciocolata de preferat sau cum gasiti)
1 prosop (de preferat mai mare, de baie) 
1 Sampon par 
1 suc fructe 
Farfurie si tacamuri- furculita, lingura in principiu ( e ok de plastic sau normal)
Apa plata 2-3 bidoane
Gel de spalat maini
Dezinfectant
Cana / Pahar",3/17/2020 12:51:54,,,,,
3/17/2020 13:30:54,Sibiu,da,,,,,200.0,200.0,,500.0,500.0,,,,,,,,,"ochelari de protecție
viziere.","pentru aprox 60 de cadre medicale: ochelari de protecție, mânuși de unică folosință, măști cu filtru FFP2 sau 3, viziere.",3/17/2020 13:30:54,spital orășenesc de stat,Spitalul Municipal Mediaș,,,
3/17/2020 13:33:59,București,da,,,,,200.0,200.0,,,,,,,,,,,,"500 halate de unica folosinte impermeabile 
500 viziere ","Urgent, măști FFP2/3, halate impermeabile, viziere ",3/17/2020 13:33:59,spital judetean de stat,IUBCV CC Iliescu ,,,
3/17/2020 14:04:58,Mureș,da,,,,,500.0,,,500.0,4000.0,,,,,,200.0,200.0,,"1 Aparat suport ventilatie
2 buc Monitor functii vitale 
100 Halate chirurgicale unica utilizare  
5 Combinezoane protectie de nivel 3 cf EN 14126
200 Lenjerie de pat unica utilizare  
250 role Hartie prosop  ","Aparat suport ventilatie
Monitor functii vitale 2 buc
Dezinfectant de maini prin frecare pe baza de alcool  200 l
Dezinfectant pentru suprafete prin pulverizare  200 l
Masti FFP2  500 buc
Halate chirurgicale unica utilizare  100buc
Halate unica utilizare nesterile   500 buc
Combinezoane protectie de nivel 3 cf EN 14126
Lenjerie de pat unica utilizare  200 buc
Hartie prosop  250 role
Manusi latex diferite marimi  4000 buc",3/17/2020 14:04:58,spital orășenesc de stat,Spitalul Municipal Dr Gheorghe Marinescu Tarnaveni,,,
3/17/2020 15:43:25,Timiș,da,,,,10000.0,200.0,,,,,,,,,,,,,"200 costume complete (combinezoane) de protecție 
100 ochelari de protecție 
100 viziere 
1 termoscanner ","200 măști FFP2
10 000 măști chirurgicale de unică folosință 
200 costume complete (combinezoane) de protecție 
100 ochelari de protecție 
100 viziere 
1 termoscanner ",3/17/2020 15:43:25,alt fel de spital de stat (maternitate; cu o anumită specializare; etc),Spitalul Clinic de urgență pentru copii Louis Turcanu Timișoara ,,,
3/17/2020 16:35:23,Arad,da,,,,100.0,,,,50.0,50.0,,,,,,10.0,10.0,,,"Consumabile medicale-măști, mănuși, halate de unică folosință, dezinfectant",3/17/2020 16:35:23,medic de familie,,,,
3/17/2020 16:41:14,București,da,,,,1000.0,300.0,300.0,,500.0,500.0,,,,,,,,,"anticoagulante injectabile
antibiotice injectabile","Halate sterile de unica folosinta bloc operator
manusi sterile si nesterile
masti protectie standard si cu grad cat mai ridicat ffp2 ffp3
anticoagulante injectabile
antibiotice injectabile",3/17/2020 16:41:14,spital judetean de stat,Spital Pantelimon,,,
3/17/2020 17:03:20,Tulcea,da,,,,100.0,,,100.0,50.0,50.0,,,,,,5.0,5.0,,,"Consumabile medicale Masti ,manusi,halate de unica folosinta,dezinfectant maini si suprafete,",3/17/2020 17:03:20,medic de familie,,,,
3/17/2020 17:44:38,Argeș,da,,50.0,,500.0,200.0,,200.0,,500.0,,,,,,10.0,10.0,produse alimentare de orice fel,"10 cutii comprese sterile
3 cutii Omnifix
produse alimentare de orice fel",Da,3/17/2020 17:44:38,,,,,
3/17/2020 18:21:12,Prahova,da,,,,1000.0,500.0,,,,1000.0,,,,,,40.0,30.0,,"50 de echipamente complete  PPE
9000 tablete biclosol","500 masti FFP2
50 de echipamente complete  PPE",3/17/2020 18:21:12,spital orășenesc de stat,Spitalul Orasenesc Urlati,,,
3/17/2020 18:26:59,Dolj,da,,,,,500.0,,200.0,150.0,350.0,,,,,,,,,,"500 măști, 350 de mânuși, 150 de halate de unică folosință",3/17/2020 18:26:59,spital judetean de stat,Spitalul Clinic Judetean de Urgenta Craiova,,,
3/17/2020 18:33:13,București,da,,,,,5.0,5.0,50.0,,,,,,,,3.0,10.0,,,"10 litri dezinfectant suprafete
3 litri dezinfectant maini
6 măști fpp2/3",3/17/2020 18:33:13,medic de familie,,,,
3/17/2020 18:45:15,Bacău,da,,20.0,,,200.0,,,,500.0,,,,,,50.0,100.0,,,"20 l sapun lichid, 200 masti FFP2, 500 manusi latex de unica folisinta, 100 l dezinfectant Bionet, 50 l dezinfectant maini Aniosgel",3/17/2020 18:45:15,,,,,
3/17/2020 19:40:23,Brașov,da,,,,200.0,,,,100.0,,,,,,,7.0,7.0,,200 papuci unica folosinta,"200 masti chirurgicale
7 litri dezinfectanti maini
7 litri dezinfectanti suprafete
100 halate unica folosinta
200 papuci unica folosinta",3/17/2020 19:40:23,medic de familie,,,,
3/17/2020 19:49:13,Dolj,da,,,,,,500.0,,,,,,,,,50.0,50.0,,"1500 Halate impermeabile
1500 Protectie picioare
","500 masti FFP 3
1500 Halate impermeabile
1500 Protectie picioare
100 litri Dezinfectant Clor/alcool",3/17/2020 19:49:13,spital judetean de stat,Spitalul Clinic Judetean de Urgenta Craiova,,,
3/17/2020 19:55:40,București,da,,,,400.0,100.0,100.0,,,500.0,,,,,,10.0,10.0,,,"Măști faciale, mănuși mărimile M și L, dezinfectant pentru mâini și suprafețe ",3/17/2020 19:55:40,direcția ambulanțe,Serviciul de Ambulantă Bucuresti-IF,,,
3/17/2020 19:57:17,Timiș,da,,,,200.0,50.0,,200.0,50.0,,,,,,,,,,200 botosei,"Halate de unica folosință, măști tip ffp",3/17/2020 19:57:17,medic de familie,,,,
3/17/2020 20:20:57,București,da,,,,500.0,50.0,50.0,,500.0,500.0,,,,,,10.0,10.0,,50 Costume de protectie,Consumabile medicale. Costume de protectie,3/17/2020 20:20:57,spital judetean de stat,Spital clinic nefrologie dr Carol Davila,,,
3/17/2020 20:21:26,Vâlcea,da,,,,300.0,50.0,50.0,200.0,100.0,200.0,,,,,,5.0,5.0,,,"Manusi latex,  masti chirurgicale cu filtru de protectie cat mai ridicat, halate de unica folosinta, orice material dezinfectant ar fi bun in acest moment, orice cantitate se poate trimite. De consumabile medicale este nevoie in acest moment. ",3/17/2020 20:21:26,medic de familie,,,,
3/17/2020 20:42:13,Cluj,da,,,,,100.0,,,100.0,,,,,,,5.0,5.0,,,"100 măști FFP2, 100 halate de unică folosință, dezinfectanti de pardoseli și dezinfectanti de mâini. ",3/17/2020 20:42:13,spital privat,"Cabinet individual de pediatrie, Florești, Cluj",,"Floresti, Eroilor 168","Floresti, Eroilor 168"
3/17/2020 21:21:06,Iași,da,,,,,20.0,,50.0,30.0,50.0,,,,,,1.0,1.0,,,"20 măști FFP2,30 halate de unică folosință.,50 perechi mănuși  latex de unică folosință, dezinfectant mîini și suprafete cite 1litru",3/17/2020 21:21:06,medic de familie,,,,
3/17/2020 21:23:20,Brașov,da,,100.0,,400.0,400.0,,,400.0,800.0,,,,,,100.0,,,100 role hartie de sters pe maini,"Non medicale:
100 litri sapun lichid de maini
100 role hartie de sters pe maini

Consumabile medicale:
800 manusi latex unica folosinta
400 halate de unica folosinta/ combinezoane 
400 masti FFP2
400 masti nonFFP2
100 litri dezinfectant Aniosgel NPC 85

Echipamente medicale
Aparat determinare gaze sangvine AZTRUP
Statie oxigen cu capacitate 60-100 litri/24 ore (spitalul detine 2 paturi ATI/SPA cu ventilatoare pentru pacienti critici iar sursa de oxigen este important sa existe)",3/17/2020 21:23:20,spital orășenesc de stat,Spitalul Municipal Sacele Judet Brasov,,,
3/17/2020 21:33:31,Bistrița-Năsăud,da,,,,200.0,50.0,20.0,,50.0,100.0,,,,,,2.0,2.0,,,Consumabile medicale:  măști FFP 2 sau 3 - 50; halate de unica folosința-50,3/17/2020 21:33:31,medic de familie,,,,
3/17/2020 21:49:30,Constanța,da,,,,,100.0,,,,100.0,,,,,,4.0,5.0,,"2 ochelari de protecție sau viziere.
100 combinezoane unică folosință;","100 măști FFP2;
100 combinezoane unică folosință;
100 mănuși latex unică folosință;
dezinfectant suprafețe (200 pastile cloramină);
4 litri dezinfectant mâini;
2 ochelari de protecție sau viziere.

",3/17/2020 21:49:30,medic de familie,,,,
3/17/2020 21:50:45,Brașov,da,,,,200.0,50.0,,200.0,,400.0,,,,,,50.0,50.0,,,"200 MASTI, 400 MANUSI,  100 L DEZINFECTANT",3/17/2020 21:50:45,medic de familie,,,,
3/17/2020 22:01:12,Alba,da,,,,200.0,50.0,,,200.0,500.0,,500.0,,,,5.0,5.0,,,"10 litri Dezinfectant maini si pardoseli
Manusi nitril/latex 500 buc
Halate unica folosinta 200 buc",3/17/2020 22:01:12,spital privat,Amma Clinique ,,,
3/17/2020 22:26:04,Ialomița,da,,,,300.0,200.0,,,200.0,500.0,,,,,,5.0,5.0,,"10 cutii cloramină tablete
3 viziere stomatologice sau ochelari de protecţie","Consumabile medicale:
200 măști FFP2
200 halate unică folosință
3 viziere stomatologice sau ochelari de protecţie
5 litri dezinfectant pentru mâini
5 litri dezinfectant pentru suprafeţe
10 cutii cloramină tablete
500 mănuși latex unică folosinţă(mărimea M sau L)",3/17/2020 22:26:04,medic de familie,,,,
3/17/2020 22:27:13,Ialomița,,,,,,,,,,,,,,,,,,,,"Consumabile medicale:
200 măști FFP2
200 halate unică folosință
3 viziere stomatologice sau ochelari de protecţie
5 litri dezinfectant pentru mâini
5 litri dezinfectant pentru suprafeţe
10 cutii cloramină tablete
500 mănuși latex unică folosinţă(mărimea M sau L)",3/17/2020 22:27:13,medic de familie,,,,
3/17/2020 22:38:43,Ialomița,,,,,200.0,100.0,,,100.0,100.0,,,,,,,,,,"Manusi,Masti,halate",3/17/2020 22:38:43,medic de familie,,,,
3/17/2020 23:15:22,Cluj,da,,,,200.0,120.0,,,120.0,120.0,,,,,,3.0,3.0,,,120 măști Ffp2; 120 halate unică folosinta; 5 l dezinfectant; 120 mănuși latex unică folosinta,3/17/2020 23:15:22,spital privat,Botis Andreea Codruta-Cabinet Medical Psihiatrie,,"Dej, Str. Regina Maria, nr.15A","Dej, Str. Regina Maria, nr.15A"
3/17/2020 23:20:55,Mureș,da,,,,,,200.0,,,,,,,,,,,,"3 ochelari de protectie 
10 combinezoane ","Minim 200 masti FFP3, ochelari de protectie 3 bucati, combinezoane ",3/17/2020 23:20:55,spital privat,Novavita Hospital Targu Mures,,,
3/17/2020 23:57:22,Mehedinți,da,,,,300.0,,100.0,,100.0,600.0,,,,,,3.0,10.0,,"20 litri spirt medicinal
300 filtre pentru spirometru koko
300 piese bucale de unica folosinta ambalate individual
100 bonete medicale de unica folosinta","20 litri spirt medicinal
10 litri dezinfectant Anyospray sau inlocuitor
300 filtre pentru spirometru koko
300 piese bucale de unica folosinta ambalate individual
100 bonete medicale de unica folosinta
100 halate de unica folosinta
100 masti cu filtru HEPA 3H
300 masti chirurgicale cu elastic
600 manusi latex de unica folosinta",3/17/2020 23:57:22,spital privat,titular Cabinet Medical Individual de Pneumologie drobeta-Turnu Severin,,,
3/18/2020 0:14:21,Ilfov,da,,,,,,50.0,,50.0,100.0,,,,,,3.0,,,10 viziere,"50 măști ffp3
100 mănuși latex
30 halate de unica folosință
3 l dezinfectant mâini
10 viziere",3/18/2020 0:14:21,medic de familie,,,,
3/18/2020 0:15:27,Alba,da,,200.0,,,400.0,,200.0,500.0,10000.0,,,,,,200.0,,,50 cutii tablete cloramina,"200 litri săpun lichid de mâini
400 măști FFP2
100 cutii mănuși latex de unică folosință M
200 litri dezinfectant mâini Aniosgel
50 cutii tablete cloramină
500 halate de unică folosință",3/18/2020 0:15:27,spital orășenesc de stat,Spital Orășenesc “ Dr.Alexandru Borza” Abrud,,,
3/18/2020 2:03:57,Dolj,da,,,,400.0,200.0,,,200.0,,,,,,,100.0,100.0,,,"400 măști chirurgicale, 200 măști FFP2, 100 litri dezinfectant pentru mâini și tegumente, 100 litri dezinfectant suprafețe, 200 halate de unica folosinta",3/18/2020 2:03:57,spital orășenesc de stat,"Spitalul Municipal ""Prof. Dr. Irinel Popescu"" Băilești, Jud. Dolj",,,
3/18/2020 3:33:04,Maramureș,da,,,,150.0,,,,,,,,,,,,,,,Măști ,3/18/2020 3:33:04,spital privat,Centrul medical Dent Fam SRL ,,,
3/18/2020 5:54:23,Ialomița,da,,,,200.0,,,,100.0,200.0,,,,,,5.0,5.0,,,"Masti,manusi ,halate,dezinfectant ",3/18/2020 5:54:23,medic de familie,,,,
3/18/2020 5:54:50,Ialomița,,,,,,,,,,,,,,,,,,,,"Masti,manusi ,halate,dezinfectant ",3/18/2020 5:54:50,medic de familie,,,,
3/18/2020 6:31:33,Galați,da,,,,200.0,100.0,,200.0,100.0,200.0,,,,,,5.0,5.0,,,"200 măști ,200 mănuși unica folosință,,100 halate unica folosință,5 litri dezinf biocid,5l clorom",3/18/2020 6:31:33,medic de familie,,,,
3/18/2020 6:46:33,Suceava,da,,,,100.0,,30.0,,20.0,100.0,,,,,,5.0,,,20 combinezoane,"30 masti FFP2/FFP3, 100 masti medicale, 5l dezinfectant maini, 10-20 combinezoane, 20 halate de unica folosinta, 100 manusi de unica folosinta.",3/18/2020 6:46:33,medic de familie,,,,
3/18/2020 8:16:21,Iași,,,,,,,,,,,,,,,,,,,,Măști ,3/18/2020 8:16:21,,,,,
3/18/2020 8:19:33,Hunedoara,da,,,,,2000.0,2000.0,,,,,,,,,,,,"2000 halate unica fol imperm 
1000 viziere de orice natura care se prind de crestet","Medicale:
1000 masti FFP2 si 3
10000 masti simple
2000 halate de unica folosinta",3/18/2020 8:19:33,spital judetean de stat,Spitalul Judetean Deva,,,
3/18/2020 8:38:48,București,da,100.0,100.0,,,100.0,,,100.0,200.0,,,,,,50.0,50.0,,"100 buc hartie igienica
50 spirt medicinal 0,5 l
10 ochelari protectie","100 Masti FFP2
200 mănuși latex de unică folosință
100 halate de unică folosință 
100 litri dezinfectant tip
100 sticle apa imbuteliata 0,5 l
100 litri săpun lichid de mâini
100 bucăți hârtie igienică
50 flacoane spirt medicinal 500 ml",3/18/2020 8:38:48,medic de familie,,,,
3/18/2020 9:04:40,Dâmbovița,da,,,,1000.0,300.0,300.0,100.0,,,,,,,,50.0,50.0,,"100 vizete
50 combinezoane","Echipament de protectie pentru personalul medical: combinezoane  , măști ffp2, ffp3, vizite si măști chirurgicale",3/18/2020 9:04:40,spital orășenesc de stat,Spitalul Municipal Moreni,,,
3/18/2020 9:10:47,Constanța,da,,,,500.0,50.0,,,200.0,,,,,,,10.0,10.0,,"1 dispozitiv NEBURODOR
10 litri CHEMGENE HLD4H
2 kg PERASEPT
1 lampa UV mobila","   1  dispozitiv   NEBURODOR (aparat pentru nebulizare dezinfectanti)
   2     bidoane CHEMGENE HLD4H de cate 5 l
200   halate de unica folosinta
 50 masti FFP2
500 masti chirurgicale
 10 flacoane  de 1l dezinfectant cu alcool pentru suprafete DESCOSEPT AF
 10 flacoane de 1l dezinfectant solutie hidroalcoolica  pentru maini ASEPTOMAN MED
 2 kg Perasept  
  1 lampa uv mobila",3/18/2020 9:10:47,spital privat,cabinet Pneumologie SC VERASANTE SRL,,,
3/18/2020 9:15:49,Iași,da,,,,10000.0,5000.0,2000.0,,200.0,2000.0,,2000.0,,,,100.0,100.0,,200 combinezoane de unica folosinta,200 halate/combinezoane de unica folosinta,3/18/2020 9:15:49,alt fel de spital de stat (maternitate; cu o anumită specializare; etc),Spitalul de Boli Infectioase Iasi,,,
3/18/2020 9:23:15,Ialomița,da,,100.0,,5000.0,500.0,500.0,,,,,,,,,,,,"200 buc vizete
200 buc combinezoane de unic fol.","Non medicale : 100 litri săpun lichid de mâini

Consumabile medicale : Măști FFP 2 - 500 buc

Măști FFP3 - 500 buc
Măști FFP 1 - 5000 buc
Protector facial - 200 buc
Combinezon - 200 buc
Biocid tip 1 -300 Litri
Biocid tip 2 - 600 Litri",3/18/2020 9:23:15,spital judetean de stat,Spitalul Județean de Urgență Slobozia,,,
3/18/2020 9:57:28,Mureș,da,,50.0,,1000.0,200.0,200.0,,300.0,1000.0,,,,,,100.0,100.0,,"10 tensiometre de mână (manșetă)
40 buc hartie igienica
10 baxuri servetele de hartie","Consumabile Medicale: 200 buc. măști FFP2, 300 buc masti chirurgicale, 300 buc. manusi latex de unica folosință, 200 buc. halate de unica folosință, 50 litri săpun lichid pentru mâini, 100 litri dezinfectant pentru maini deoarece nu avem absolut deloc. Și în limita posibilităților dumneavoastră am mai avea ca și consumabile non-medicale de 5 baxuri hârtie igienica, 10 baxuri servețele de hartie. ",3/18/2020 9:57:28,spital judetean de stat,Spitalul Clinic Județean de Urgenta Târgu Mureș,,,
3/18/2020 10:06:02,Constanța,da,10500.0,1000.0,,10000.0,1000.0,,,,,,,,,,500.0,500.0,,"1000 combinezon risc biologic EN 14126
2000 protectie incaltaminte
200 viziere
300 ochelari etansi
1000 litri aditivi AD-Blue
1000 litri detergent lichid  dezinfectant pt spalare echipament
500 lavete uscate pt curatare 
9 masini de spalat cu uscator (pt 9 din 12 statii)
50 l detergent lichid
24 flacoane gel de duș","Consumabile medicale:
  1000 masti FFP2 
  1000 combinezon risc biologic  EN 14126
  2000 protectie incaltaminte 
  10000 masti chirurgicale cu 3 pliuri 
  500 l Dezinfectant de suprafete , biocid ( aviz biologic)
  500 l Dezinfectant de maini , biocid (aviz biologic)
  200 buc viziere medicale 
  350 ochelari protectie 
Non medical :
   aditivi AD-Blue - 1000 l
   detergent lichid  dezinfectant pt spalare echipament- 1000 litri 
   sapun lichid de maini - 1000 l
   lavete uscate pt curatare - 500 buc
   igienizant maini - 500 l 
   

  
  ",3/18/2020 10:06:02,direcția ambulanțe,Serviciul de Ambulanta Judetean Constanta,,,
3/18/2020 10:07:43,Constanța,da,12000.0,,50.0,5000.0,1000.0,1000.0,,1000.0,,,5000.0,,,,200.0,,,"100 l clor
100 l sapun antiseptic Dermanios Scrug CG
500 pachete Lavete dezinfectante fara alcool Clineli cu efect curatare suprafete
1000 pijamale de unica folosinta
1000 lenjerie de unica folosinta
5000 combinezoane unica folosinta cu maneca lunga masti ochelari botosei
50 viziere sterilizabile
50 pachete servetele Virusolve
6 pulsoximetre
6 tensiometre automate
6 termometre stil pistol pentru frunte
50+ flacoane gel de duș la gramaj mic (pentru băile pacienților)
200+ periuțe de dinți
200+ tuburi de pastă de dinți 
200+ role hârtie igienică","Non medicale: 100 l clor, 
                         100 sticle sapun antiseptic Dermanios Scrub CG a 1litru
                         500 pachete Lavete dezinfectante fara alcool Clineli cu efect curatare
 suprafete
                         1000 pijamale de unica folosinta
                          1000 lenjerie de unica folosinta
Medicale: 1000 masti FFP3, 1000 masti FFP2
                  5000 masti obisnuite chirugicale
                  5000 manusi nitril fara pudra marimea M
                  1000 halate de unica folosinta, 
                  1000  (numarul poate creste la 5000) combinezon unica folosinta cu maneca lunga si gluga si botosei, masti si ochelari protectie - marimi M, L ,XL
                 50 viziere sterilizabile , 
                200 sticle dezinfectant gel maini Anios a 1l , 
                50 pachete servetele Virusolve
                 6 pulsoximetre
                 6 tensiometre automate
                 6 termometre stil pistol pentru frunte",3/18/2020 10:07:43,alt fel de spital de stat (maternitate; cu o anumită specializare; etc),Spitalul Clinic de Boli Infectioase Constanta,,,
3/18/2020 10:16:50,Dâmbovița,da,7500.0,200.0,,10000.0,5000.0,,,,,,,,,,200.0,200.0,,"3000 buc Kit complet impotriva riscurilor biologice, categoria -III- SAU
3000 buc Combinezon de protectie biologica, categoria -III-
3000 buc Ochelari etansi de protectie;
6000 buc Manusi de protectie risc biologic cu manseta lunga;
6000 Acoperitori pantofi tip cizma
200 litri dezinfectant pentru aeromicroflora pt nebulizator OXIDICE","5000 buc Masti  FFP2;
10000 buc Masca chirurgicala cu 3 pliuri 
3000 buc Kit complet impotriva riscurilor biologice, categoria -III-;
3000 buc Combinezon de protectie biologica, categoria -III-;
3000 buc Ochelari etansi de protectie;
6000 buc Manusi de protectie risc biologic cu manseta lunga;
6000 Acoperitori pantofi tip cizma;
200 litri Dezinfectant ptr suprafete;
200 litri dezinfectant ptr maini;
200 litri dezinfectant pentru aeromicroflora",3/18/2020 10:16:50,direcția ambulanțe,Servicul de Ambulanta Judetean Dambovita,,,
